"time","SP_1","SP_2","SP_3","SP_4","SP_5","SP_6","SP_7","SP_8","SP_9","SP_10","SP_11","SP_12","SP_13","SP_14","SP_15","SP_16","SP_17","SP_18","SP_19","SP_20","SP_21"
19,1.04362277428048,0.454470070476813,0.819294196265207,1.08794223782627,0.841293104501817,0.61162331974379,0.922019193955236,0.387101255159423,0.703869907333806,0.721726955775609,1.01748704784799,0.311734969447133,1.52318296441098,0.671117784105985,0.290528759886124,0.771300693157102,0.401467386282442,0.679901641674885,0.654038501453741,0.375393006856398,0.907623786230251
20,1.03936101364599,0.452675426086006,0.816352177184051,1.0839062018994,0.838770762457539,0.609901496596806,0.918813488018194,0.385687393934909,0.701393928857659,0.718971278155294,1.01353819137092,0.310212412616763,1.51601495097907,0.668310521326689,0.289215904815852,0.76870690457233,0.399874429130755,0.67751945657456,0.651091891295018,0.373887299736147,0.904349947226059
21,1.02688068881661,0.447182152829882,0.807733557076568,1.07127359236154,0.830860203633157,0.604215203330977,0.908944929308758,0.3807620721657,0.694159547334031,0.711314872312614,1.00183373297988,0.305650931340335,1.50186426250581,0.661430522981284,0.28635486198138,0.76082556037275,0.396171962111191,0.670590968893037,0.643680160716394,0.370198977737391,0.894692497057755
22,1.04714407581078,0.45578954785958,0.826800281735801,1.09329436076536,0.852915701392577,0.620913961788348,0.930388021151295,0.387039311003336,0.711157057489685,0.727603880514745,1.02287933508382,0.309238001202189,1.53787747040407,0.676624920969939,0.293119615986577,0.77971398083227,0.406326777861932,0.68635820889481,0.657876947614536,0.379054843854359,0.915806113579921
23,1.05313387794977,0.456092095873789,0.823229537660016,1.09693554398586,0.845771484928514,0.616288091261454,0.928305630120091,0.386633605854173,0.706285698657669,0.725939323610363,1.02551713592164,0.310447191705126,1.5279865492817,0.674629424742542,0.29269455536776,0.774249670652107,0.403674218807289,0.683937654357794,0.660482415710028,0.377356720534598,0.913671495612432
24,1.04605095193992,0.454645368443416,0.820181430545356,1.08925618355842,0.841702018933874,0.611595270978408,0.923546879165541,0.386198358870953,0.704445066113132,0.722776344569789,1.01969772164902,0.311098346885323,1.52683079609687,0.672553437661391,0.291694395492036,0.771844649857119,0.402221865179657,0.680220491102945,0.657498572381425,0.375979508430309,0.909223940541303
25,1.03136397363431,0.449050547411107,0.809584153028942,1.07488886147768,0.831295352175337,0.60465611091383,0.911510677793676,0.381867026153679,0.695670384741511,0.712976233688805,1.00556993858208,0.307559551663444,1.50271106862044,0.662680567507179,0.286952959421039,0.762393196136149,0.396398108956126,0.671143636278332,0.647315897325014,0.370571640580736,0.897177907374572
26,1.04673236541644,0.456109842306323,0.826002239850761,1.09229344996778,0.85076633051658,0.619006780673301,0.929033841618959,0.387603447596018,0.710521526477443,0.726987805449397,1.02213944005797,0.310788000238367,1.53766899905221,0.676223503973897,0.292806132304624,0.778774196796359,0.405752062990731,0.685334380422575,0.657546284263395,0.378675384319718,0.914657801524802
27,1.04697661343051,0.454125647839681,0.818846941851783,1.09078185783949,0.840823929505881,0.612576942548706,0.922992937873978,0.385597648232464,0.702700534102888,0.721819789871176,1.01959809037364,0.310119173647141,1.51814891956703,0.670553773305598,0.290547882821022,0.770284697094059,0.401063055232656,0.680104089635642,0.655860957682704,0.375059850593339,0.90841974688457
28,1.05026539222738,0.457020146937066,0.82540697465407,1.09449777772097,0.847919573185131,0.616122049078946,0.928830747490384,0.388630708099788,0.709269847314113,0.727091971281057,1.02446605608107,0.312696128270345,1.53763318425282,0.676677526084892,0.293260086667911,0.777166086860774,0.405072680418097,0.684858218146363,0.659674359630979,0.37850974683664,0.914472898937636
29,1.04242591638052,0.453315736191048,0.815974407606876,1.08613977346999,0.83712621509033,0.609106311963464,0.919245289695969,0.385777488025704,0.700582577111411,0.718956511614695,1.01547268788669,0.310935833419723,1.51236283361268,0.667920108634453,0.289177468267883,0.767823226969039,0.399089952311133,0.676922325566944,0.653039136763573,0.373405177829582,0.904661236613071
30,1.04878144975005,0.457220466470916,0.825473995277097,1.0937629425034,0.848427730216347,0.61640983051484,0.928364474820152,0.389515608071172,0.709615204158563,0.726912351127377,1.02336216868396,0.313311080593345,1.53743509622984,0.676349247471802,0.292810201420858,0.777552120928391,0.40499237520418,0.684947372351817,0.657913469094453,0.378450942321479,0.913988183028019
31,1.03109377497237,0.448461771209302,0.806981971449459,1.07474347758153,0.828146797708232,0.602568460411049,0.909061197746227,0.38208927057721,0.692733172377621,0.71109154435279,1.00435230821675,0.307717187318619,1.49508759452163,0.66045763350227,0.285804833499293,0.759274224554376,0.394627054138879,0.669905139318945,0.644980303318676,0.36931673406507,0.894584652002026
32,1.04506375275571,0.456009723223969,0.826217780059672,1.09112731059615,0.851498975500197,0.6186721724687,0.9286573012869,0.388270703087668,0.710928297572451,0.727032346964378,1.0212147106865,0.310949743618409,1.54087432875121,0.676730168917771,0.292996219799537,0.779156849319367,0.40615448232551,0.685703692398096,0.656392517632062,0.379032018247184,0.914300734313238
33,1.03536250684231,0.449095995006484,0.809332461949057,1.0791219216708,0.831450784082771,0.605928505874347,0.91261190738009,0.381565773260836,0.694410916386337,0.71340452883528,1.00817130890493,0.306445729659869,1.49794938349322,0.662329552420203,0.286924149178339,0.761346067931927,0.396056106713191,0.672301548017488,0.647971982155738,0.370475369875729,0.897986485018799
34,1.03810795743993,0.452127365331642,0.819771452165859,1.08296273103006,0.84457585958018,0.613613648599585,0.921806991425389,0.384072097804256,0.705161483626432,0.721685231682005,1.01415425298035,0.307613393379197,1.531025905561,0.672135778958528,0.291446995525984,0.772770477252392,0.403413069256785,0.680291991576833,0.653287300405595,0.376354008682063,0.907684413385774
35,1.0650665285133,0.462095480012803,0.835275930370566,1.1103343544566,0.859440145440051,0.626630584455554,0.941707051058232,0.391592344925681,0.717373787971169,0.735747170438827,1.03821362303943,0.313889106461369,1.54687872666735,0.683246969104612,0.296162535075448,0.786611248717986,0.409278102427927,0.693149498744435,0.66861596722861,0.382320050624793,0.926689060889745
36,1.05584497917472,0.457829997250324,0.822837413764292,1.09808322512598,0.842141818898954,0.612103370237259,0.927236874245503,0.389042958736611,0.705577755635635,0.726169094110206,1.02712234907955,0.314568126619687,1.53159919831736,0.675596717160207,0.293130817391936,0.772909367016609,0.403140877885303,0.683194123137187,0.662015326941547,0.377402567905574,0.912925752580342
37,1.05638284556959,0.461025502856232,0.828847762223527,1.10056689225669,0.849331639344189,0.616430342341327,0.932614576381965,0.393345815613863,0.712267711100626,0.729843966941768,1.02991901778318,0.317985677710163,1.53864482695577,0.678549381261057,0.293539391165851,0.780314816365559,0.405115174829078,0.686553141898041,0.662525489010333,0.379137315007912,0.917953056307869
38,1.04780251963861,0.457156529494785,0.819517982221338,1.09199853188643,0.839127536462879,0.609486835543391,0.922147425715904,0.391062096076823,0.703516973559261,0.722264803443651,1.02020113861453,0.316441974223593,1.52057647257341,0.671123968732929,0.290026707857285,0.77071841938946,0.400292704128324,0.68011720862946,0.654107517060021,0.375076023685817,0.907613517773328
39,1.03566051833051,0.452974412893985,0.814246821448822,1.0808422989925,0.835658622846265,0.606140428564677,0.915169448120952,0.388293402524491,0.699756916739153,0.716931553146324,1.01015882228219,0.313036447231997,1.51294727246166,0.666523520308795,0.287805159331941,0.766677392898341,0.398221057229004,0.675876217521703,0.646629004647548,0.37281979782132,0.900754687219739
40,1.05535523000611,0.461104196853782,0.831264147459726,1.10259011624084,0.855549421758723,0.621511232290795,0.934692579442438,0.394611777405738,0.714526403382708,0.731701576148788,1.02999276186373,0.3164213669549,1.54336650585033,0.679968283475853,0.293733777545335,0.783224770606343,0.407063269458881,0.69057723004692,0.65900610292751,0.380713165082309,0.919785568905685
41,1.05084375058823,0.457181831402681,0.820488272983738,1.09563199453494,0.841566725870298,0.611315037930171,0.924127994922394,0.390970349226939,0.703616579370323,0.723625901000756,1.02287523709232,0.314659339478248,1.52212004462344,0.672323554682926,0.290911078534592,0.771114993084558,0.401171653410071,0.682290947879472,0.655143915649697,0.375913141915982,0.909339277719483
42,1.04306299583735,0.455674764035273,0.819624224794119,1.08830256090858,0.841787348228394,0.610091901040265,0.921701406133239,0.39007999021127,0.704186814098979,0.721911197008074,1.01749064763616,0.313659857057614,1.52486408112137,0.671512474383109,0.290492430150508,0.771578189521214,0.401239281431112,0.680321232929752,0.652482655678047,0.375533235870922,0.907101903160702
43,1.0337726569882,0.45125384572869,0.811847940023975,1.07916208173686,0.834698052644003,0.606221757828912,0.913575486758178,0.38576374475346,0.697425739184044,0.715003116873716,1.00807836942794,0.309607270602599,1.5059905121656,0.664257215864668,0.287241526104272,0.764449197821081,0.39716623720158,0.674031133637831,0.646037033835067,0.371638791416551,0.898917518862231
44,1.04443708516804,0.45571345119391,0.823440494455118,1.09079646618312,0.84861480553544,0.616375546926542,0.926040555926006,0.388683971601392,0.707919826099769,0.725008927396867,1.01972736991119,0.310817396641001,1.53276420140191,0.674268133490681,0.291855759539438,0.77598448114401,0.404231056923008,0.683990400953057,0.654245809676813,0.377602838267217,0.911482536482933
45,1.02654140125609,0.44607646211003,0.803870531236028,1.0704868194781,0.82659563622931,0.601318878750518,0.905821811724594,0.379535210320773,0.689941814315989,0.708537682687577,1.00021782408863,0.304189241700763,1.49091051295951,0.658223537295421,0.28518752086657,0.756385023320909,0.393759427386862,0.667881528492167,0.642568510279758,0.36825324234568,0.891365997384434
46,1.03852077115798,0.452669368596826,0.821969780258752,1.08442812909586,0.848736246709758,0.616816894183322,0.924294842060234,0.384234428360734,0.707408764959342,0.723253470809123,1.01532413099406,0.30645030881562,1.53369538101135,0.673294642472175,0.29194036919276,0.775483425461276,0.404677080831757,0.68209434784318,0.65387480353926,0.377235967068574,0.910002212487814
